"time","clim"
2008-08-01,0.0869950703837298
2008-09-01,0.0871618502064859
2008-10-01,0.0874740746448393
2008-11-01,0.0878553979664642
2008-12-01,0.0879332420509408
2009-01-01,0.0876343818224389
2009-02-01,0.0872940840978799
2009-03-01,0.0866965178680933
2009-04-01,0.0864173193375974
2009-05-01,0.08623444133997
2009-06-01,0.0861227745345457
2009-07-01,0.0863361119344347
2009-08-01,0.0865087898828438
2009-09-01,0.0873658914875368
2009-10-01,0.0891422597934344
2009-11-01,0.0915247438780544
2009-12-01,0.0939597760428297
2010-01-01,0.0963146441900059
2010-02-01,0.0978767158583974
2010-03-01,0.0985912531986416
2010-04-01,0.0989881896816653
2010-05-01,0.0985314492469312
2010-06-01,0.0984959023583126
2010-07-01,0.0982367559368273
2010-08-01,0.0978703056261563
2010-09-01,0.0982227311060634
2010-10-01,0.097803010344841
2010-11-01,0.0979258124183243
2010-12-01,0.097854716507511
2011-01-01,0.0971411430859746
2011-02-01,0.096939856927134
2011-03-01,0.0957253659543098
2011-04-01,0.0944602295238288
2011-05-01,0.0928632890879176
2011-06-01,0.0904693042711592
2011-07-01,0.0884376266233921
2011-08-01,0.0861029506787212
2011-09-01,0.0844731819847884
2011-10-01,0.0839793110205969
2011-11-01,0.0838296282970704
2011-12-01,0.0842082878670357
2012-01-01,0.0847061122151273
2012-02-01,0.0847909760506384
2012-03-01,0.0849693292846193
2012-04-01,0.0850922080181976
2012-05-01,0.0851692788836229
2012-06-01,0.0857068598096583
2012-07-01,0.0860800031798149
2012-08-01,0.0863810961026976
2012-09-01,0.0866671456073078
2012-10-01,0.0863002954269592
2012-11-01,0.0858333964843258
2012-12-01,0.0852936200142034
2013-01-01,0.084528365835804
2013-02-01,0.0842257357367165
2013-03-01,0.083812284320593
2013-04-01,0.0833593304193394
2013-05-01,0.0830677974364764
2013-06-01,0.0824083806110221
2013-07-01,0.0820239713012284
2013-08-01,0.081644526551304
2013-09-01,0.0812512907003092
2013-10-01,0.0811520098144072
2013-11-01,0.0807025749240932
2013-12-01,0.0803358439762234
2014-01-01,0.0799857275869841
2014-02-01,0.0797123030312921
2014-03-01,0.0798599553029119
2014-04-01,0.080054231548593
2014-05-01,0.0806700787584173
2014-06-01,0.0814941162659934
2014-07-01,0.0824786988866609
2014-08-01,0.0834913564977384
2014-09-01,0.0841824415787014
2014-10-01,0.0843793588407716
2014-11-01,0.083867657107337
2014-12-01,0.0831172795647093
2015-01-01,0.0819873125856339
2015-02-01,0.0811248058381331
2015-03-01,0.0804557199543543
2015-04-01,0.0798449941399732
2015-05-01,0.0798283796522585
2015-06-01,0.0798245225403996
2015-07-01,0.08042647330453
2015-08-01,0.0814184860050655
2015-09-01,0.0825257146943243
2015-10-01,0.0840126138754766
2015-11-01,0.0852199374461974
2015-12-01,0.0860626620316654
2016-01-01,0.0865921198260653
2016-02-01,0.0867575138146615
2016-03-01,0.0866699872475927
2016-04-01,0.0865645891551587
2016-05-01,0.0863939635811775
2016-06-01,0.0861387513838643
2016-07-01,0.0857944348764546
2016-08-01,0.0851191729284313
2016-09-01,0.0843070893598615
2016-10-01,0.0835083910158324
2016-11-01,0.0826973367396678
2016-12-01,0.0823339093193497
2017-01-01,0.082142652197877
2017-02-01,0.0820077997057051
2017-03-01,0.082218601605664
2017-04-01,0.0823131820212941
2017-05-01,0.082693011633593
2017-06-01,0.0832420407152342
2017-07-01,0.0836946654149983
2017-08-01,0.084191215734932
2017-09-01,0.0843338087009386
2017-10-01,0.0842473127403374
2017-11-01,0.083853847578465
2017-12-01,0.0833034421063422
2018-01-01,0.0827926751928161
2018-02-01,0.0827560697472873
2018-03-01,0.0832451462941525
2018-04-01,0.0838896603850761
2018-05-01,0.0849867758358306
2018-06-01,0.0856005280756249
2018-07-01,0.0860208256867123
2018-08-01,0.0862040950376384
2018-09-01,0.0856271172500991
2018-10-01,0.0851112444772999
2018-11-01,0.083816328959484
2018-12-01,0.0825627404946363
2019-01-01,0.0814262268484988
2019-02-01,0.0802217356339858
2019-03-01,0.0800254793890536
2019-04-01,0.0798690867388265
2019-05-01,0.0802759017523394
2019-06-01,0.0807259240960321
2019-07-01,0.0808708036787092
2019-08-01,0.0810099683045232
2019-09-01,0.0801938332675397
2019-10-01,0.0789387930265721
2019-11-01,0.076851407998355
2019-12-01,0.0747448894046718
2020-01-01,0.0730226186566507
2020-02-01,0.0720595795852813
2020-03-01,0.072473400789263
2020-04-01,0.0733076105498145
2020-05-01,0.0752940392596994
2020-06-01,0.077105090435192
2020-07-01,0.0789556410372482
2020-08-01,0.0809436997033486
2020-09-01,0.0818607537833427
2020-10-01,0.0827652895800698
2020-11-01,0.0825087629395253
2020-12-01,0.0816613325551687
2021-01-01,0.0806432663993663
2021-02-01,0.0792970047706094
2021-03-01,0.0786750033945917
2021-04-01,0.0782439462492747
2021-05-01,0.0784073573407377
2021-06-01,0.0787115491712397
2021-07-01,0.0788621017311496
2021-08-01,0.0787109618765492
2021-09-01,0.0777677407273837
2021-10-01,0.0767339447206608
2021-11-01,0.0751119152215774
2021-12-01,0.0737778394199698
2022-01-01,0.0728088654329355
2022-02-01,0.0720642777528976
2022-03-01,0.0723268683782945
2022-04-01,0.0726203389026562
2022-05-01,0.0736916635963001
2022-06-01,0.0750348524175842
2022-07-01,0.0763191556273949
2022-08-01,0.0781281009713208
2022-09-01,0.0793615132272071
2022-10-01,0.0801204926463125
2022-11-01,0.0803035494184087
2022-12-01,0.0798564594556597
2023-01-01,0.0792183840191499
2023-02-01,0.0787970478965751
2023-03-01,0.0787068087183874
2023-04-01,0.079169998496992
2023-05-01,0.0798717154009496
2023-06-01,0.0803121541054515
2023-07-01,0.0807985266217751
2023-08-01,0.0813278175552829
2023-09-01,0.0818866214748414
2023-10-01,0.0825278787129631
2023-11-01,0.083194892324371
